U3_ID,Date,Stock_Index_Return,Three_Month_Rate_After_Demean,DTD_Level,DTD_Trend,Liquidity_Level_NonFinancial,Liquidity_Trend_NonFinancial,NI_Over_TA_Level,NI_Over_TA_Trend,Size_Level,Size_Trend,M_Over_B,SIGMA,Liquidity_Level_Financial,Liquidity_Trend_Financial,DTD_Median_Financial,DTD_Median_NonFinancial,dummy_for_NorthAmerica
27599.0,1988-01-04,NaN,1.2181326827823133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-05,NaN,1.2093881698860818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-06,NaN,1.1795773304671104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-07,NaN,1.1585110039443707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-08,NaN,1.1032615815545443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-11,NaN,1.1763975075957533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-12,NaN,1.1676529946995222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-13,NaN,1.1545362253551748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-14,NaN,1.1835521090563068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27599.0,1988-01-15,NaN,1.1918991440936186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0
