U3_ID,Date,Stock_Index_Return,Three_Month_Rate_After_Demean,DTD_Level,DTD_Trend,Liquidity_Level_NonFinancial,Liquidity_Trend_NonFinancial,NI_Over_TA_Level,NI_Over_TA_Trend,Size_Level,Size_Trend,M_Over_B,SIGMA,Liquidity_Level_Financial,Liquidity_Trend_Financial,DTD_Median_Financial,DTD_Median_NonFinancial,dummy_for_NorthAmerica
44855.0,2007-05-14,0.16321921340085244,0.698231643315455,NaN,NaN,NaN,NaN,NaN,NaN,1.7245634140784742,0.0,NaN,NaN,0.0,0.0,0.0,4.963355528676176,0.0
44855.0,2007-05-15,0.15966774816531484,0.6997420591793495,NaN,NaN,NaN,NaN,NaN,NaN,-0.7423213694831313,0.0,NaN,NaN,0.0,0.0,0.0,4.945757609588112,0.0
44855.0,2007-05-16,0.17186242337935745,0.6664731623877774,NaN,NaN,NaN,NaN,NaN,NaN,1.7339189623325137,0.0,NaN,NaN,0.0,0.0,0.0,4.9577900325952236,0.0
44855.0,2007-05-17,0.19084177143096007,0.6868637765503539,NaN,NaN,NaN,NaN,NaN,NaN,1.7439927094289722,0.0,NaN,NaN,0.0,0.0,0.0,4.952947557978963,0.0
44855.0,2007-05-18,0.2067980752412745,0.6943761080839345,NaN,NaN,NaN,NaN,NaN,NaN,1.7538176606908178,0.0,NaN,NaN,0.0,0.0,0.0,4.965591068848766,0.0
44855.0,2007-05-21,0.20257107091245002,0.7064991827809827,NaN,NaN,NaN,NaN,NaN,NaN,1.7497377537443481,0.0,NaN,NaN,0.0,0.0,0.0,4.994603212222418,0.0
44855.0,2007-05-22,0.20763517139581567,0.7103547180125032,NaN,NaN,NaN,NaN,NaN,NaN,1.7495393643559818,0.0,NaN,NaN,0.0,0.0,0.0,5.012515869332258,0.0
44855.0,2007-05-23,0.21144694329051877,0.7284002128074537,NaN,NaN,NaN,NaN,NaN,NaN,1.7719878805026683,0.0,NaN,NaN,0.0,0.0,0.0,5.0179077361568805,0.0
44855.0,2007-05-24,0.19779600640377626,0.72812197830621,NaN,NaN,NaN,NaN,NaN,NaN,1.7620295458402604,0.0,NaN,NaN,0.0,0.0,0.0,4.984268135265883,0.0
44855.0,2007-05-25,0.1907878197473445,0.718860744193383,NaN,NaN,NaN,NaN,NaN,NaN,1.7715512728070377,0.0,NaN,NaN,0.0,0.0,0.0,4.999571223764517,0.0
44855.0,2007-05-29,0.18435991611782207,0.6936209001519872,NaN,NaN,NaN,NaN,NaN,NaN,1.7729549741133486,0.0,NaN,NaN,0.0,0.0,0.0,5.0048711443345795,0.0
44855.0,2007-05-30,0.21462249174498357,0.7047502802017366,NaN,NaN,NaN,NaN,NaN,NaN,1.7612558510813752,0.0,NaN,NaN,0.0,0.0,0.0,5.033974955657817,0.0
44855.0,2007-05-31,0.2051271957105402,0.6672681181056166,NaN,NaN,NaN,NaN,NaN,NaN,1.7668377528233932,0.0,NaN,NaN,0.0,0.0,0.0,5.081717951507494,0.0
44855.0,2007-06-01,0.19493509422809177,0.6871817588374896,NaN,NaN,NaN,NaN,NaN,NaN,1.7667066423500855,-0.0038022037259275443,NaN,NaN,0.0,0.0,0.0,5.0964226257597565,0.0
44855.0,2007-06-04,0.19374987970008847,0.6786757326566099,NaN,NaN,NaN,NaN,NaN,NaN,1.7656281187129097,-0.007862621718142337,NaN,NaN,0.0,0.0,0.0,5.105133351963178,0.0
44855.0,2007-06-05,0.20995977206806352,0.7008549971843243,NaN,NaN,NaN,NaN,NaN,NaN,1.7677306619499757,0.004464545632912209,NaN,NaN,0.0,0.0,0.0,5.10917741939117,0.0
44855.0,2007-06-06,0.20060133718400144,0.6881754534847884,NaN,NaN,NaN,NaN,NaN,NaN,1.7648494387817542,-0.007953256166557177,NaN,NaN,0.0,0.0,0.0,5.099127536386492,0.0
44855.0,2007-06-07,0.1867372527166341,0.6920707365022007,NaN,NaN,NaN,NaN,NaN,NaN,1.7662996798026884,-0.00176795421088638,NaN,NaN,0.0,0.0,0.0,5.060404688684308,0.0
44855.0,2007-06-08,0.1985324144799461,0.6789142193719614,NaN,NaN,NaN,NaN,NaN,NaN,1.7667891605351305,-0.0001336287927224955,NaN,NaN,0.0,0.0,0.0,5.065997751036279,0.0
44855.0,2007-06-11,0.2039610604226642,0.6621406537255534,NaN,NaN,NaN,NaN,NaN,NaN,1.7679514990311498,0.001923743449761206,NaN,NaN,0.0,0.0,0.0,5.066284257866824,0.0
44855.0,2007-06-12,0.20753801358783555,0.6636113218035561,NaN,NaN,NaN,NaN,NaN,NaN,1.7782404982406914,0.017104118125947254,NaN,NaN,0.0,0.0,0.0,5.034517200399653,0.0
44855.0,2007-06-13,0.2386062841574487,0.6302629294402003,NaN,NaN,NaN,NaN,NaN,NaN,1.7903100487901251,0.030694540879572463,NaN,NaN,0.0,0.0,0.0,5.063588799897162,0.0
44855.0,2007-06-14,0.23814672693570946,0.6259304207779768,NaN,NaN,NaN,NaN,NaN,NaN,1.794349972654817,0.03144253695019916,NaN,NaN,0.0,0.0,0.0,5.077797310638964,0.0
44855.0,2007-06-15,0.22031429117309895,0.5921845505557012,NaN,NaN,NaN,NaN,NaN,NaN,1.8030835914259036,0.036245838602510405,NaN,NaN,0.0,0.0,0.0,5.103946232527256,0.0
44855.0,2007-06-18,0.22211578115053807,0.5837182721607134,NaN,NaN,NaN,NaN,NaN,NaN,1.7992752279854378,0.0216249834413631,NaN,NaN,0.0,0.0,0.0,5.0953013899924855,0.0
44855.0,2007-06-19,0.23671520957311265,0.6429027253538444,NaN,NaN,NaN,NaN,NaN,NaN,1.7992166852851779,0.018745697741033407,NaN,NaN,0.0,0.0,0.0,5.092965800194067,0.0
44855.0,2007-06-20,0.21991420185143373,0.6633728350882045,NaN,NaN,NaN,NaN,NaN,NaN,1.8084258056665148,0.02079402642156092,NaN,NaN,0.0,0.0,0.0,5.066425888552729,0.0
44855.0,2007-06-21,0.2156124421019007,0.6507330391745606,NaN,NaN,NaN,NaN,NaN,NaN,1.7976930586095403,0.013223702479777222,NaN,NaN,0.0,0.0,0.0,5.090603497607357,0.0
44855.0,2007-06-22,0.20629423570969818,0.6582453707081415,NaN,NaN,NaN,NaN,NaN,NaN,1.8006033654864262,0.01227840460473928,NaN,NaN,0.0,0.0,0.0,5.065234056683693,0.0
44855.0,2007-06-25,0.20237842145768356,0.6828095023893738,NaN,NaN,NaN,NaN,NaN,NaN,1.818620653423938,0.010356580120109093,NaN,NaN,0.0,0.0,0.0,5.045816406412985,0.0
44855.0,2007-06-26,0.1937770923604553,0.6967212274515604,NaN,NaN,NaN,NaN,NaN,NaN,1.8209955383371008,0.008331967002108698,NaN,NaN,0.0,0.0,0.0,5.043138703675478,0.0
44855.0,2007-06-27,0.21557456423499022,0.6840416837520245,NaN,NaN,NaN,NaN,NaN,NaN,1.8212423128391217,0.006044951112858632,NaN,NaN,0.0,0.0,0.0,5.0671808466951145,0.0
44855.0,2007-06-28,0.20843499197431786,0.6796694273039087,NaN,NaN,NaN,NaN,NaN,NaN,1.8155866899290838,0.0034820669361208534,NaN,NaN,0.0,0.0,0.0,5.075119886718898,0.0
44855.0,2007-06-29,0.18107112273837866,0.6954492983030174,NaN,NaN,NaN,NaN,NaN,NaN,1.8235716225583358,0.0019563403356877007,NaN,NaN,0.0,0.0,0.0,5.160272349833106,0.0
44855.0,2007-07-02,0.19514399135582075,0.72001342998425,NaN,NaN,NaN,NaN,NaN,NaN,1.7980068652457977,0.0253751165773628,NaN,NaN,0.0,0.0,0.0,5.204537479211568,0.0
44855.0,2007-07-03,0.19112797249845498,0.7544350125666887,NaN,NaN,NaN,NaN,NaN,NaN,1.7986535027187063,0.019244243877976963,NaN,NaN,0.0,0.0,0.0,5.208087071874854,0.0
44855.0,2007-07-05,0.20024234603551785,0.7492280526148418,NaN,NaN,NaN,NaN,NaN,NaN,1.7996156840238886,0.009789113247740122,NaN,NaN,0.0,0.0,0.0,5.205742814332076,0.0
44855.0,2007-07-06,0.2012117763405753,0.7492280526148418,NaN,NaN,NaN,NaN,NaN,NaN,1.8010319764376312,0.01591333503463188,NaN,NaN,0.0,0.0,0.0,5.221901043887345,0.0
44855.0,2007-07-09,0.2093422198458862,0.7406822786480699,NaN,NaN,NaN,NaN,NaN,NaN,1.8074030644136148,0.03672944467691153,NaN,NaN,0.0,0.0,0.0,5.2271425187037375,0.0
44855.0,2007-07-10,0.19156658828727885,0.7505397295492764,NaN,NaN,NaN,NaN,NaN,NaN,1.8097072279241349,0.04098161930490263,NaN,NaN,0.0,0.0,0.0,5.199409039266635,0.0
44855.0,2007-07-11,0.19350579951592117,0.7502614950480325,NaN,NaN,NaN,NaN,NaN,NaN,1.816064352558635,0.06283273402798084,NaN,NaN,0.0,0.0,0.0,5.19863429336873,0.0
44855.0,2007-07-12,0.22969966629588445,0.7541567780654449,NaN,NaN,NaN,NaN,NaN,NaN,1.8170682949967225,0.05767754970641126,NaN,NaN,0.0,0.0,0.0,5.21674364298691,0.0
44855.0,2007-07-13,0.24970820017870227,0.7574955920803697,NaN,NaN,NaN,NaN,NaN,NaN,1.8337371208012543,0.11220557836351186,NaN,NaN,0.0,0.0,0.0,5.22864380752523,0.0
44855.0,2007-07-16,0.2520729121986292,0.7448160483808338,NaN,NaN,NaN,NaN,NaN,NaN,1.8369758442018465,0.08793473070120617,NaN,NaN,0.0,0.0,0.0,5.216566216618038,0.0
44855.0,2007-07-17,0.25506889484726475,0.7588072690148046,NaN,NaN,NaN,NaN,NaN,NaN,1.8428484275385988,0.09418140294086519,NaN,NaN,0.0,0.0,0.0,5.214561454230566,0.0
44855.0,2007-07-18,0.2500768073993825,0.7544350125666887,NaN,NaN,NaN,NaN,NaN,NaN,1.8489216433637556,0.09957192619924471,NaN,NaN,0.0,0.0,0.0,5.205110114102636,0.0
44855.0,2007-07-19,0.23278897351275404,0.7624243175309731,NaN,NaN,NaN,NaN,NaN,NaN,1.846201500674499,0.08385498133726377,NaN,NaN,0.0,0.0,0.0,5.219672113788361,0.0
44855.0,2007-07-20,0.2281347818081383,0.7616293618131336,NaN,NaN,NaN,NaN,NaN,NaN,1.8329772224214351,0.047923060546410934,NaN,NaN,0.0,0.0,0.0,5.175158219140728,0.0
44855.0,2007-07-23,0.24158708663612843,0.769618666777418,NaN,NaN,NaN,NaN,NaN,NaN,1.8339258043186255,0.034653804179327174,NaN,NaN,0.0,0.0,0.0,5.1814088252468595,0.0
44855.0,2007-07-24,0.1983726039130468,0.7753820957317524,NaN,NaN,NaN,NaN,NaN,NaN,1.8169736387408635,0.003573631361430296,NaN,NaN,0.0,0.0,0.0,5.115397517058527,0.0
44855.0,2007-07-25,0.19640155097408718,0.7627025520322165,NaN,NaN,NaN,NaN,NaN,NaN,1.8158860777431463,-0.00018433960634700597,NaN,NaN,0.0,0.0,0.0,5.100918270742763,0.0
44855.0,2007-07-26,0.16892147587511824,0.737581951348497,NaN,NaN,NaN,NaN,NaN,NaN,1.8067262944497418,-0.01474650052465365,NaN,NaN,0.0,0.0,0.0,5.008303210272476,0.0
44855.0,2007-07-27,0.15496358454718176,0.7119843772340737,NaN,NaN,NaN,NaN,NaN,NaN,1.7852601802279717,-0.04350413159367705,NaN,0.08900694450656749,0.0,0.0,0.0,4.969252277247272,0.0
44855.0,2007-07-30,0.15196540444050807,0.7158796602514857,NaN,NaN,NaN,NaN,NaN,NaN,1.7853015395194762,-0.04095184459716261,NaN,0.0881686444177311,0.0,0.0,0.0,4.998335736387837,0.0
44855.0,2007-07-31,0.139904124825717,0.7505397295492764,NaN,NaN,NaN,NaN,NaN,NaN,1.8114397406674625,-0.01408822222656081,NaN,0.0956173438317892,0.0,0.0,0.0,5.047461881613426,0.0
44855.0,2007-08-01,0.1533456865892423,0.7254191288655565,NaN,NaN,NaN,NaN,NaN,NaN,1.7968430171317042,-0.0048389299677049635,NaN,0.09494769866186191,0.0,0.0,0.0,5.039942585030838,0.0
44855.0,2007-08-02,0.15146063900512308,0.725180642150205,NaN,NaN,NaN,NaN,NaN,NaN,1.7965908130804829,-0.028897381468570016,NaN,0.09565707322208762,0.0,0.0,0.0,5.0517548292537295,0.0
44855.0,2007-08-03,0.11934209190248928,0.7037168377685455,NaN,NaN,NaN,NaN,NaN,NaN,1.7965717471957579,-0.02975458427315636,NaN,0.09495746852349697,0.0,0.0,0.0,4.977146793743184,0.0
44855.0,2007-08-06,0.14638865328440803,0.7158796602514857,NaN,NaN,-0.33508911409738057,0.0,-0.04330956592568277,-6.938893903907228e-18,1.796327586145729,-0.03328462454818126,1.891452325478052,0.0945073533553956,0.0,0.0,0.0,4.9684501183413605,0.0
44855.0,2007-08-07,0.1575048794061626,0.7464059598165125,NaN,NaN,-0.33508911409738057,0.0,-0.043309565925682775,0.0,1.7941954448385002,-0.05893739043329993,1.847288460375272,0.09555645038662709,0.0,0.0,0.0,4.954646744128831,0.0
44855.0,2007-08-08,0.17775348412873188,0.7502614950480325,NaN,NaN,-0.33508911409738057,0.0,-0.043309565925682775,0.0,1.7929518778200322,-0.06820282770225017,1.8201237541996815,0.09515479456480737,0.0,0.0,0.0,4.992306983622884,0.0
44855.0,2007-08-09,0.14782574351277686,0.6838031970366729,NaN,NaN,-0.33508911409738057,0.0,-0.043309565925682775,0.0,1.7911320671239797,-0.08051120500922115,1.8192650009703588,0.09436900645133149,0.0,0.0,0.0,4.942865467761993,0.0
