U3_ID,Date,Stock_Index_Return,Three_Month_Rate_After_Demean,DTD_Level,DTD_Trend,Liquidity_Level_NonFinancial,Liquidity_Trend_NonFinancial,NI_Over_TA_Level,NI_Over_TA_Trend,Size_Level,Size_Trend,M_Over_B,SIGMA,Liquidity_Level_Financial,Liquidity_Trend_Financial,DTD_Median_Financial,DTD_Median_NonFinancial,dummy_for_NorthAmerica
27053.0,1988-01-04,NaN,1.2181326827823133,NaN,NaN,NaN,NaN,NaN,NaN,1.694905684893326,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-05,NaN,1.2093881698860818,NaN,NaN,NaN,NaN,NaN,NaN,1.6620357466121891,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-06,NaN,1.1795773304671104,NaN,NaN,NaN,NaN,NaN,NaN,1.6729186711576445,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-07,NaN,1.1585110039443707,NaN,NaN,NaN,NaN,NaN,NaN,1.6555926388113962,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-08,NaN,1.1032615815545443,NaN,NaN,NaN,NaN,NaN,NaN,1.5971492322223748,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-11,NaN,1.1763975075957533,NaN,NaN,NaN,NaN,NaN,NaN,1.6547903070998584,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-12,NaN,1.1676529946995222,NaN,NaN,NaN,NaN,NaN,NaN,1.6532153600506478,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-13,NaN,1.1545362253551748,NaN,NaN,NaN,NaN,NaN,NaN,1.6455311436638305,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-14,NaN,1.1835521090563068,NaN,NaN,NaN,NaN,NaN,NaN,1.6078834489450493,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-15,NaN,1.1918991440936186,NaN,NaN,NaN,NaN,NaN,NaN,1.6373277260549417,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-18,NaN,1.1918991440936186,NaN,NaN,NaN,NaN,NaN,NaN,1.6247592144960339,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-19,NaN,1.2050159134379659,NaN,NaN,NaN,NaN,NaN,NaN,1.6234588315621832,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-20,NaN,1.1589084818032904,NaN,NaN,NaN,NaN,NaN,NaN,1.5875462010121548,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-21,NaN,1.1668580389816827,NaN,NaN,NaN,NaN,NaN,NaN,1.5850544231223622,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-22,NaN,1.1616908268157278,NaN,NaN,NaN,NaN,NaN,NaN,1.5911956650889232,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-25,NaN,1.1652681275460044,NaN,NaN,NaN,NaN,NaN,NaN,1.6202313264168287,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-26,NaN,1.1632807382514063,NaN,NaN,NaN,NaN,NaN,NaN,1.6186447562650068,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-27,NaN,1.1338673766913547,NaN,NaN,NaN,NaN,NaN,NaN,1.6327373802436727,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-28,NaN,1.1048514929902227,NaN,NaN,NaN,NaN,NaN,NaN,1.6943408289745958,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-01-29,NaN,1.0921322015047947,NaN,NaN,NaN,NaN,NaN,NaN,1.6933347632841398,0.0,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-02-01,NaN,1.1143909616042933,NaN,NaN,NaN,NaN,NaN,NaN,1.6937536809205334,0.01172969381901856,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-02-02,NaN,1.1179682623345701,NaN,NaN,NaN,NaN,NaN,NaN,1.693020575311455,-0.004241537631245906,NaN,NaN,0.0,0.0,0.0,NaN,0.0
27053.0,1988-02-03,NaN,1.1175707844756504,NaN,NaN,NaN,NaN,NaN,NaN,1.690687344333026,-0.022944297576320993,NaN,NaN,0.0,0.0,0.0,NaN,0.0
